Čas;Celé meno;Kontext udalosti;Komponent;Názov udalosti;Pôvod
14.1.2021 10:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:01;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:01;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:02;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:02;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:03;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:03;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:04;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:04;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:04;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:07;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:11;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:11;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:12;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:13;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:14;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:14;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
14.1.2021 10:16;student30;Test: Záverečný teoretický test;Test;Zobrazený súhrn pokusov testu;web
14.1.2021 10:16;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
14.1.2021 10:16;student30;Test: Záverečný teoretický test;Test;Odoslaný pokus testu;web
14.1.2021 10:16;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol oznámkovaný;web
14.1.2021 10:16;student30;Test: Záverečný teoretický test;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
14.1.2021 10:16;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
14.1.2021 10:16;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 10:19;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
14.1.2021 10:19;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
14.1.2021 10:23;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 10:23;student30;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
14.1.2021 10:23;student30;Workshop: Odovzdanie projektu;Workshop;Príspevok prezeraný;web
14.1.2021 10:25;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 10:26;student30;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
14.1.2021 10:26;student30;Workshop: Odovzdanie projektu;Workshop;Príspevok prezeraný;web
14.1.2021 10:28;student30;Workshop: Odovzdanie projektu;Workshop;Príspevok prezeraný;web
14.1.2021 10:30;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 10:30;student30;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
14.1.2021 11:17;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:17;student30;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
14.1.2021 11:17;student30;Workshop: Odovzdanie projektu;Workshop;Príspevok prezeraný;web
14.1.2021 11:27;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:31;student30;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
14.1.2021 11:31;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:31;student30;Zadanie: Ústna odpoveď;Zadanie;Bol zobrazený stav riešenia zadania.;web
14.1.2021 11:31;student30;Zadanie: Ústna odpoveď;Zadanie;Zobrazené moduly kurzu;web
14.1.2021 11:31;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:31;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
14.1.2021 11:31;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
14.1.2021 11:31;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:32;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:32;student30;Zadanie: Ústna odpoveď;Zadanie;Zobrazené moduly kurzu;web
14.1.2021 11:32;student30;Zadanie: Ústna odpoveď;Zadanie;Bol zobrazený stav riešenia zadania.;web
14.1.2021 11:32;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:33;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
14.1.2021 11:33;student30;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
14.1.2021 11:35;student30;Zadanie: Ústna odpoveď;Zadanie;Bol zobrazený stav riešenia zadania.;web
14.1.2021 11:35;student30;Zadanie: Ústna odpoveď;Zadanie;Komentár bol zobrazený;web
14.1.2021 11:35;student30;Zadanie: Ústna odpoveď;Zadanie;Zobrazené moduly kurzu;web
14.1.2021 11:35;student30;Zadanie: Ústna odpoveď;Zadanie;Bol zobrazený stav riešenia zadania.;web
14.1.2021 11:35;student30;Zadanie: Ústna odpoveď;Zadanie;Komentár bol zobrazený;web
14.1.2021 11:35;student30;Zadanie: Ústna odpoveď;Zadanie;Zobrazené moduly kurzu;web
14.1.2021 11:36;student30;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
14.1.2021 11:41;student30;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
14.1.2021 11:43;student30;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
14.1.2021 11:44;student30;Kurz: Informačné systémy 20/21 (KI/IS);Prehľadový výkaz;Zobrazená štatistika výstupov hodnotenia;web
14.1.2021 11:52;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
17.1.2021 18:23;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
17.1.2021 18:23;student30;Adresár: Prednášky;Adresár;Zobrazené moduly kurzu;web
20.1.2021 11:48;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 11:48;student30;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 11:48;student30;Test: Test v Secure Exam Browser;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 11:48;student30;Test: Test v Secure Exam Browser;Test;Zobrazené moduly kurzu;web
20.1.2021 11:48;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 11:48;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 11:48;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 11:48;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 12:50;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 12:50;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 12:50;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 12:50;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 12:52;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zahájený pokus;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:00;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:01;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:01;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:01;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:02;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:02;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:02;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:03;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:03;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:03;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:03;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:04;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:04;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:04;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:05;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:06;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:07;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:07;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:08;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:09;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:10;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:10;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:11;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:11;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:12;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:12;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:12;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:12;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:13;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:13;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:13;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:13;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:13;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:14;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:14;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:14;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:14;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:15;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:16;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:17;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:17;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:17;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:18;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:19;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:19;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:19;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:19;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:19;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:19;student30;Test: Záverečný teoretický test;Test;Zobrazený pokus testu;web
20.1.2021 13:20;student30;Test: Záverečný teoretický test;Test;Zobrazený súhrn pokusov testu;web
20.1.2021 13:20;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:20;student30;Test: Záverečný teoretický test;Test;Odoslaný pokus testu;web
20.1.2021 13:20;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol oznámkovaný;web
20.1.2021 13:20;student30;Test: Záverečný teoretický test;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
20.1.2021 13:24;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.1.2021 13:25;student30;Test: Záverečný teoretický test;Pravidlá prístupu pre prehliadač Safe Exam Browser;Prístup k testu bol zablokovaný;web
20.1.2021 13:25;student30;Test: Záverečný teoretický test;Test;Zobrazené moduly kurzu;web
20.1.2021 13:25;student30;Kurz: Informačné systémy 20/21 (KI/IS);Výkaz používateľa;Štatistika hodnotenia používateľa zobrazená;web
30.11.2021 19:03;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
30.11.2021 19:03;student30;Kurz: Informačné systémy 20/21 (KI/IS);Používateľské prehliadky;Krok zobrazený;web
30.11.2021 19:03;student30;Kurz: Informačné systémy 20/21 (KI/IS);Používateľské prehliadky;Sprievodca spustený;web
30.11.2021 19:03;student30;Kurz: Informačné systémy 20/21 (KI/IS);Používateľské prehliadky;Koniec sprievodcu;web
30.11.2021 19:03;student30;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
23.2.2022 9:40;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
26.10.2022 8:58;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
29.11.2022 12:01;student30;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
29.9.2020 15:02;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
29.9.2020 15:02;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Člen skupiny bol pridaný;web
29.9.2020 15:02;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Rola priradená;web
29.9.2020 15:02;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Používateľ bol zapísaný do kurzu;web
29.9.2020 15:03;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
29.9.2020 15:04;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
12.10.2020 12:44;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
12.10.2020 12:44;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 9:53;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 9:53;student31;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 9:53;student31;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 9:53;student31;URL: Plná verzia EA14 - verzia viazaná na študentov UKF;URL;Zobrazené moduly kurzu;web
13.10.2020 9:53;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 9:54;student31;Stránka: Postup inštalácie;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 9:54;student31;Stránka: Postup inštalácie;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 9:54;student31;Stránka: Postup inštalácie;Stránka;Zobrazené moduly kurzu;web
13.10.2020 9:56;student31;Súbor: kluce;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 9:56;student31;Súbor: kluce;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 9:56;student31;Súbor: kluce;Zdroj;Zobrazené moduly kurzu;web
13.10.2020 10:02;student31;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
13.10.2020 10:02;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:37;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:37;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:37;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:40;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Zobrazený používateľský profil;web
13.10.2020 10:40;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:40;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:40;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:40;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:40;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:42;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:42;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:42;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený formulár pre riešenia zadania.;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Zadanie bolo odoslané;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Používateľ prijal prehlásenie o odovzdanom zadaní.;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Súbory odovzdaných zadaní;Bolo vytvorené riešenie zadania.;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Súbory odovzdaných zadaní;Súbor bol nahraný;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:43;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
13.10.2020 10:43;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
13.10.2020 13:06;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.10.2020 9:55;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.10.2020 9:55;student31;Anketa: Presun piatkovej prednasky;Anketa;Zobrazené moduly kurzu;web
20.10.2020 9:55;student31;Workshop: Odovzdanie projektu;Workshop;Zobrazené moduly kurzu;web
20.10.2020 9:55;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.10.2020 10:02;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.10.2020 10:07;student31;Zadanie: Prípady použitia;Zadanie;Bol zobrazený stav riešenia zadania.;web
20.10.2020 10:07;student31;Zadanie: Prípady použitia;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:07;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.10.2020 10:07;student31;Súbor: MySQL workbench;Zdroj;Zobrazené moduly kurzu;web
20.10.2020 10:07;student31;Zadanie: Doménový model;Zadanie;Bol zobrazený stav riešenia zadania.;web
20.10.2020 10:07;student31;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:07;student31;Kurz: Informačné systémy 20/21 (KI/IS);Základný systém;Kurz bol prehliadnutý;web
20.10.2020 10:20;student31;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:20;student31;Zadanie: Doménový model;Zadanie;Bol zobrazený stav riešenia zadania.;web
20.10.2020 10:24;student31;Zadanie: Doménový model;Zadanie;Bol zobrazený formulár pre riešenia zadania.;web
20.10.2020 10:24;student31;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
20.10.2020 10:26;student31;Zadanie: Doménový model;Zadanie;Zadanie bolo odoslané;web
20.10.2020 10:26;student31;Zadanie: Doménový model;Zadanie;Používateľ prijal prehlásenie o odovzdanom zadaní.;web
20.10.2020 10:26;student31;Zadanie: Doménový model;Základný systém;Aktualizované nastavenie splnenie aktivity kurzu;web
20.10.2020 10:26;student31;Zadanie: Doménový model;Súbory odovzdaných zadaní;Bolo vytvorené riešenie zadania.;web
20.10.2020 10:26;student31;Zadanie: Doménový model;Súbory odovzdaných zadaní;Súbor bol nahraný;web
20.10.2020 10:26;student31;Zadanie: Doménový model;Zadanie;Zobrazené moduly kurzu;web
